actual_price,predicted_price
7199999.9999999935,6714132.14983408
4999999.999999999,4106320.8337386535
2100000.000000001,1875707.2832829098
9.000000000000002,8.99999999999993
6000000.0,5773891.862897572
12000000.000000007,10082312.955880752
4500000.000000002,5667153.034502979
2199999.9999999995,2375116.3199101146
37500000.0,22896666.930210344
22500000.00000001,12885408.202403348
9.000000000000002,8.999999999999927
4999999.999999999,4396936.381348288
3000000.000000001,2489307.2437606594
2000000.0000000016,2422129.4180061254
2599999.9999999986,2511436.3905483186
17499999.999999985,19740453.455356214
11699999.999999993,6368657.200699843
9999999.999999996,12911775.23459298
14180399.99999998,13196980.596374393
6499999.999999999,7961715.140715929
2700000.0,3069015.1178500047
5901499.999999995,5581377.230398259
6999999.999999995,7183784.197113317
20000000.000000015,14205020.160580497
5500000.000000001,5197312.452275548
499999.99999999977,12.043101610061376
3299999.9999999986,3201723.9287000434
6000000.0,5541959.021624268
9.000000000000002,742.7247740265054
5300000.000000001,3256242.9674784117
27500000.000000015,26149862.91088901
5500000.000000001,3575152.0243111863
4300000.000000002,4432620.65075692
3600000.0000000014,4289932.613236782
6499999.999999999,7402536.732875534
6000000.0,6723286.4705026485
6499999.999999999,10006889.147285828
4500000.000000002,6200929.215786197
8094000.000000006,6958403.565188367
5989500.000000005,6678434.944867905
5500000.000000001,6094322.168291585
25999999.999999985,11093071.970413007
14000000.00000001,7177279.128046125
7500000.000000002,4261881.027654079
9.000000000000002,9.168910617597296
4399999.999999997,3243831.467973127
3499999.9999999995,2910846.7370214313
24999999.999999963,7507327.136179252
3189999.9999999995,2362834.93578384
2499999.9999999995,1939316.6145573002
24999999.999999963,14756289.00984029
6790000.000000004,6771844.340509202
4500000.000000002,3946702.1156514306
9.000000000000002,8.999999999999936
12499999.999999985,7212250.860854815
4599999.999999998,4879726.993823658
17999999.999999985,16939693.434765857
4099999.999999998,4258431.608504246
3600000.0000000014,6485277.483088784
1200000.0000000005,3696025.851394715
1849999.9999999995,2414135.734492064
11000000.000000013,6896847.231654217
5950000.000000001,6470529.679391642
3200000.0000000023,2833006.423983426
12151150.999999987,17213226.73345435
9.000000000000002,8.999999999999927
6000000.0,5323997.147783294
12000000.000000007,6785364.944761589
9.000000000000002,639.5298393103776
1600000.0000000012,2615781.8462293716
19000000.000000015,17430020.733911123
5500000.000000001,5566705.440546075
4999999.999999999,5096528.497254033
6000000.0,5231790.316971739
47499999.99999994,60405731.56506581
6300000.000000002,5986785.206182689
1099999.9999999998,1078923.0041460926
14000000.00000001,6382816.69513168
8199999.999999994,11049757.315306941
7751000.000000005,6970948.34644202
9200000.000000004,6636095.171119571
11900000.00000002,5960322.360797648
4949999.999999997,5604957.138441083
4500000.000000002,5521542.248436986
5801599.999999998,5947026.424480789
9299999.999999993,11441292.158133026
5173999.999999996,5503271.813785428
9.000000000000002,8.999999999999936
44999999.999999985,14546730.819078086
5599999.999999999,3671070.54871044
8000000.000000002,6504920.066639339
4500000.000000002,3861615.841522554
16999999.999999974,9659246.398891943
4500000.000000002,5710290.43117598
13000000.000000013,9103899.20735636
7500000.000000002,8635187.11520155
4000000.0000000005,3871000.624822051
6374499.999999997,6274984.369842273
12499999.999999985,11016114.211875422
2499999.9999999995,5273976.645865854
1749999.9999999998,2519142.636869207
36000000.000000045,12276881.516709136
3000000.000000001,3209500.26571582
12299999.999999985,4395004.936060568
12499999.999999985,10462421.40062114
5900000.000000006,6418259.74796201
9141839.999999993,9692494.131885404
9.000000000000002,111.49754284199338
2700000.0,3117174.2390476135
5500000.000000001,5654603.167730894
14499999.99999999,15397384.621981112
4799999.999999999,3754603.5378198293
9.000000000000002,639.5298393103776
3000000.000000001,3805863.5148932682
10100000.000000006,10130210.839333557
6124999.999999997,6418526.468664938
58199999.999999925,59354532.98363341
28899999.99999997,25463059.894159045
3650000.000000001,7689595.18687463
11000000.000000013,18283454.7627509
3600000.0000000014,5516632.983086796
15499999.999999987,20882897.8328017
6499999.999999999,6518110.632984638
4099999.999999998,4161110.6755171083
19407549.99999997,17697920.43728046
5471999.999999998,5196535.2726106625
9599999.999999998,5748528.661921873
3299999.9999999986,4056101.358677909
5774999.999999999,5436036.236831417
5599999.999999999,5705740.075100917
12589299.999999985,12001949.062385224
6999999.999999995,7256756.239872975
12099999.999999993,11014594.593357151
39999999.999999985,51436607.95409606
4000000.0000000005,4794392.699072517
9.000000000000002,8.999999999999936
4700000.000000004,5412150.16572675
15000000.00000001,17990936.291779365
60999999.999999955,9136777.199308144
4999999.999999999,5211858.073823558
20075000.000000026,6018160.4742618445
4799999.999999999,5451987.303582392
11398000.000000015,9713266.439855445
19000000.000000015,8934788.786744874
27999999.99999999,17016282.51720924
8800000.000000006,9712730.907782583
20999999.99999998,32366900.0563573
15000000.00000001,23987809.500510305
15000000.00000001,13375242.32740344
3600000.0000000014,9441678.384833397
11000000.000000013,10867462.402713267
